# STATION: MTMET
# STATION NAME: U of U Mountain Met Lab
# LATITUDE: 40.766573
# LONGITUDE: -111.828211
# ELEVATION [ft]: 4996
# STATE: UT
Station_ID,Date_Time,ozone_concentration_set_1
,,ppb
MTMET,2017-09-02T10:08:00Z,
MTMET,2017-09-02T10:09:00Z,
MTMET,2017-09-02T10:10:00Z,59.03
MTMET,2017-09-02T10:11:00Z,
MTMET,2017-09-02T10:12:00Z,
MTMET,2017-09-02T10:13:00Z,
MTMET,2017-09-02T10:14:00Z,
MTMET,2017-09-02T10:15:00Z,58.11
MTMET,2017-09-02T10:16:00Z,
MTMET,2017-09-02T10:17:00Z,
MTMET,2017-09-02T10:18:00Z,
MTMET,2017-09-02T10:19:00Z,
MTMET,2017-09-02T10:20:00Z,57.37
MTMET,2017-09-02T10:21:00Z,
MTMET,2017-09-02T10:22:00Z,
MTMET,2017-09-02T10:23:00Z,
MTMET,2017-09-02T10:24:00Z,
MTMET,2017-09-02T10:25:00Z,56.56
MTMET,2017-09-02T10:26:00Z,
MTMET,2017-09-02T10:27:00Z,
MTMET,2017-09-02T10:28:00Z,
MTMET,2017-09-02T10:29:00Z,
MTMET,2017-09-02T10:30:00Z,55.69
MTMET,2017-09-02T10:31:00Z,
MTMET,2017-09-02T10:32:00Z,
MTMET,2017-09-02T10:33:00Z,
MTMET,2017-09-02T10:34:00Z,
MTMET,2017-09-02T10:35:00Z,55.33
MTMET,2017-09-02T10:36:00Z,
MTMET,2017-09-02T10:37:00Z,
MTMET,2017-09-02T10:38:00Z,
MTMET,2017-09-02T10:39:00Z,
MTMET,2017-09-02T10:40:00Z,55.6
MTMET,2017-09-02T10:41:00Z,
MTMET,2017-09-02T10:42:00Z,
MTMET,2017-09-02T10:43:00Z,
MTMET,2017-09-02T10:44:00Z,
MTMET,2017-09-02T10:45:00Z,55.28
MTMET,2017-09-02T10:46:00Z,
MTMET,2017-09-02T10:47:00Z,
MTMET,2017-09-02T10:48:00Z,
MTMET,2017-09-02T10:49:00Z,
MTMET,2017-09-02T10:50:00Z,55.42
MTMET,2017-09-02T10:51:00Z,
MTMET,2017-09-02T10:52:00Z,
MTMET,2017-09-02T10:53:00Z,
MTMET,2017-09-02T10:54:00Z,
MTMET,2017-09-02T10:55:00Z,55.19
MTMET,2017-09-02T10:56:00Z,
MTMET,2017-09-02T10:57:00Z,
MTMET,2017-09-02T10:58:00Z,
MTMET,2017-09-02T10:59:00Z,
MTMET,2017-09-02T11:00:00Z,53.82
MTMET,2017-09-02T11:01:00Z,
MTMET,2017-09-02T11:02:00Z,
MTMET,2017-09-02T11:03:00Z,
MTMET,2017-09-02T11:04:00Z,
MTMET,2017-09-02T11:05:00Z,53.8
MTMET,2017-09-02T11:06:00Z,
MTMET,2017-09-02T11:07:00Z,
MTMET,2017-09-02T11:08:00Z,
MTMET,2017-09-02T11:09:00Z,
MTMET,2017-09-02T11:10:00Z,54.24
MTMET,2017-09-02T11:11:00Z,
MTMET,2017-09-02T11:12:00Z,
MTMET,2017-09-02T11:13:00Z,
MTMET,2017-09-02T11:14:00Z,
MTMET,2017-09-02T11:15:00Z,54.57
MTMET,2017-09-02T11:16:00Z,
MTMET,2017-09-02T11:17:00Z,
MTMET,2017-09-02T11:18:00Z,
MTMET,2017-09-02T11:19:00Z,
MTMET,2017-09-02T11:20:00Z,54.76
MTMET,2017-09-02T11:21:00Z,
MTMET,2017-09-02T11:22:00Z,
MTMET,2017-09-02T11:23:00Z,
MTMET,2017-09-02T11:24:00Z,
MTMET,2017-09-02T11:25:00Z,52.41
MTMET,2017-09-02T11:26:00Z,
MTMET,2017-09-02T11:27:00Z,
MTMET,2017-09-02T11:28:00Z,
MTMET,2017-09-02T11:29:00Z,
MTMET,2017-09-02T11:30:00Z,55.53
MTMET,2017-09-02T11:31:00Z,
MTMET,2017-09-02T11:32:00Z,
MTMET,2017-09-02T11:33:00Z,
MTMET,2017-09-02T11:34:00Z,
MTMET,2017-09-02T11:35:00Z,54.24
MTMET,2017-09-02T11:36:00Z,
MTMET,2017-09-02T11:37:00Z,
MTMET,2017-09-02T11:38:00Z,
MTMET,2017-09-02T11:39:00Z,
MTMET,2017-09-02T11:40:00Z,56.18
MTMET,2017-09-02T11:41:00Z,
MTMET,2017-09-02T11:42:00Z,
MTMET,2017-09-02T11:43:00Z,
MTMET,2017-09-02T11:44:00Z,
MTMET,2017-09-02T11:45:00Z,56.27
MTMET,2017-09-02T11:46:00Z,
MTMET,2017-09-02T11:47:00Z,
MTMET,2017-09-02T11:48:00Z,
MTMET,2017-09-02T11:49:00Z,
MTMET,2017-09-02T11:50:00Z,54.18
MTMET,2017-09-02T11:51:00Z,
MTMET,2017-09-02T11:52:00Z,
MTMET,2017-09-02T11:53:00Z,
MTMET,2017-09-02T11:54:00Z,
MTMET,2017-09-02T11:55:00Z,57.88
MTMET,2017-09-02T11:56:00Z,
MTMET,2017-09-02T11:57:00Z,
MTMET,2017-09-02T11:58:00Z,
MTMET,2017-09-02T11:59:00Z,
MTMET,2017-09-02T12:00:00Z,56.98
MTMET,2017-09-02T12:01:00Z,
MTMET,2017-09-02T12:02:00Z,
MTMET,2017-09-02T12:03:00Z,
MTMET,2017-09-02T12:04:00Z,
MTMET,2017-09-02T12:05:00Z,58.46
MTMET,2017-09-02T12:06:00Z,
MTMET,2017-09-02T12:07:00Z,
MTMET,2017-09-02T12:08:00Z,
MTMET,2017-09-02T12:09:00Z,
MTMET,2017-09-02T12:10:00Z,57.94
MTMET,2017-09-02T12:11:00Z,
MTMET,2017-09-02T12:12:00Z,
MTMET,2017-09-02T12:13:00Z,
MTMET,2017-09-02T12:14:00Z,
MTMET,2017-09-02T12:15:00Z,53.11
MTMET,2017-09-02T12:16:00Z,
MTMET,2017-09-02T12:17:00Z,
MTMET,2017-09-02T12:18:00Z,
MTMET,2017-09-02T12:19:00Z,
MTMET,2017-09-02T12:20:00Z,52.45
MTMET,2017-09-02T12:21:00Z,
MTMET,2017-09-02T12:22:00Z,
MTMET,2017-09-02T12:23:00Z,
MTMET,2017-09-02T12:24:00Z,
MTMET,2017-09-02T12:25:00Z,48.83
MTMET,2017-09-02T12:26:00Z,
MTMET,2017-09-02T12:27:00Z,
MTMET,2017-09-02T12:28:00Z,
MTMET,2017-09-02T12:29:00Z,
MTMET,2017-09-02T12:30:00Z,47.6
MTMET,2017-09-02T12:31:00Z,
MTMET,2017-09-02T12:32:00Z,
MTMET,2017-09-02T12:33:00Z,
MTMET,2017-09-02T12:34:00Z,
MTMET,2017-09-02T12:35:00Z,45.38
MTMET,2017-09-02T12:36:00Z,
MTMET,2017-09-02T12:37:00Z,
MTMET,2017-09-02T12:38:00Z,
MTMET,2017-09-02T12:39:00Z,
MTMET,2017-09-02T12:40:00Z,45.56
MTMET,2017-09-02T12:41:00Z,
MTMET,2017-09-02T12:42:00Z,
MTMET,2017-09-02T12:43:00Z,
MTMET,2017-09-02T12:44:00Z,
MTMET,2017-09-02T12:45:00Z,45.71
MTMET,2017-09-02T12:46:00Z,
MTMET,2017-09-02T12:47:00Z,
MTMET,2017-09-02T12:48:00Z,
MTMET,2017-09-02T12:49:00Z,
MTMET,2017-09-02T12:50:00Z,50.8
MTMET,2017-09-02T12:51:00Z,
MTMET,2017-09-02T12:52:00Z,
MTMET,2017-09-02T12:53:00Z,
MTMET,2017-09-02T12:54:00Z,
MTMET,2017-09-02T12:55:00Z,49.03
MTMET,2017-09-02T12:56:00Z,
MTMET,2017-09-02T12:57:00Z,
MTMET,2017-09-02T12:58:00Z,
MTMET,2017-09-02T12:59:00Z,
MTMET,2017-09-02T13:00:00Z,50.19
MTMET,2017-09-02T13:01:00Z,
MTMET,2017-09-02T13:02:00Z,
MTMET,2017-09-02T13:03:00Z,
MTMET,2017-09-02T13:04:00Z,
MTMET,2017-09-02T13:05:00Z,49.22
MTMET,2017-09-02T13:06:00Z,
MTMET,2017-09-02T13:07:00Z,
MTMET,2017-09-02T13:08:00Z,
MTMET,2017-09-02T13:09:00Z,
MTMET,2017-09-02T13:10:00Z,48.72
MTMET,2017-09-02T13:11:00Z,
MTMET,2017-09-02T13:12:00Z,
MTMET,2017-09-02T13:13:00Z,
MTMET,2017-09-02T13:14:00Z,
MTMET,2017-09-02T13:15:00Z,47.83
MTMET,2017-09-02T13:16:00Z,
MTMET,2017-09-02T13:17:00Z,
MTMET,2017-09-02T13:18:00Z,
MTMET,2017-09-02T13:19:00Z,
MTMET,2017-09-02T13:20:00Z,43.53
MTMET,2017-09-02T13:21:00Z,
MTMET,2017-09-02T13:22:00Z,
MTMET,2017-09-02T13:23:00Z,
MTMET,2017-09-02T13:24:00Z,
MTMET,2017-09-02T13:25:00Z,47.04
MTMET,2017-09-02T13:26:00Z,
MTMET,2017-09-02T13:27:00Z,
MTMET,2017-09-02T13:28:00Z,
MTMET,2017-09-02T13:29:00Z,
MTMET,2017-09-02T13:30:00Z,46.61
MTMET,2017-09-02T13:31:00Z,
MTMET,2017-09-02T13:32:00Z,
MTMET,2017-09-02T13:33:00Z,
MTMET,2017-09-02T13:34:00Z,
MTMET,2017-09-02T13:35:00Z,46.31
MTMET,2017-09-02T13:36:00Z,
MTMET,2017-09-02T13:37:00Z,
MTMET,2017-09-02T13:38:00Z,
MTMET,2017-09-02T13:39:00Z,
MTMET,2017-09-02T13:40:00Z,46.9
MTMET,2017-09-02T13:41:00Z,
MTMET,2017-09-02T13:42:00Z,
MTMET,2017-09-02T13:43:00Z,
MTMET,2017-09-02T13:44:00Z,
MTMET,2017-09-02T13:45:00Z,44.46
MTMET,2017-09-02T13:46:00Z,
MTMET,2017-09-02T13:47:00Z,
MTMET,2017-09-02T13:48:00Z,
MTMET,2017-09-02T13:49:00Z,
MTMET,2017-09-02T13:50:00Z,41.24
MTMET,2017-09-02T13:51:00Z,
MTMET,2017-09-02T13:52:00Z,
MTMET,2017-09-02T13:53:00Z,
MTMET,2017-09-02T13:54:00Z,
MTMET,2017-09-02T13:55:00Z,38.74
MTMET,2017-09-02T13:56:00Z,
MTMET,2017-09-02T13:57:00Z,
MTMET,2017-09-02T13:58:00Z,
MTMET,2017-09-02T13:59:00Z,
MTMET,2017-09-02T14:00:00Z,39.98
MTMET,2017-09-02T14:01:00Z,
MTMET,2017-09-02T14:02:00Z,
MTMET,2017-09-02T14:03:00Z,
MTMET,2017-09-02T14:04:00Z,
MTMET,2017-09-02T14:05:00Z,36.73
MTMET,2017-09-02T14:06:00Z,
MTMET,2017-09-02T14:07:00Z,
MTMET,2017-09-02T14:08:00Z,
MTMET,2017-09-02T14:09:00Z,
MTMET,2017-09-02T14:10:00Z,38.53
MTMET,2017-09-02T14:11:00Z,
MTMET,2017-09-02T14:12:00Z,
MTMET,2017-09-02T14:13:00Z,
MTMET,2017-09-02T14:14:00Z,
MTMET,2017-09-02T14:15:00Z,37.22
MTMET,2017-09-02T14:16:00Z,
MTMET,2017-09-02T14:17:00Z,
MTMET,2017-09-02T14:18:00Z,
MTMET,2017-09-02T14:19:00Z,
MTMET,2017-09-02T14:20:00Z,35.31
MTMET,2017-09-02T14:21:00Z,
MTMET,2017-09-02T14:22:00Z,
MTMET,2017-09-02T14:23:00Z,
MTMET,2017-09-02T14:24:00Z,
MTMET,2017-09-02T14:25:00Z,35.65
MTMET,2017-09-02T14:26:00Z,
MTMET,2017-09-02T14:27:00Z,
MTMET,2017-09-02T14:28:00Z,
MTMET,2017-09-02T14:29:00Z,
MTMET,2017-09-02T14:30:00Z,34.04
MTMET,2017-09-02T14:31:00Z,
MTMET,2017-09-02T14:32:00Z,
MTMET,2017-09-02T14:33:00Z,
MTMET,2017-09-02T14:34:00Z,
MTMET,2017-09-02T14:35:00Z,35.03
MTMET,2017-09-02T14:36:00Z,
MTMET,2017-09-02T14:37:00Z,
MTMET,2017-09-02T14:38:00Z,
MTMET,2017-09-02T14:39:00Z,
MTMET,2017-09-02T14:40:00Z,33.37
MTMET,2017-09-02T14:41:00Z,
MTMET,2017-09-02T14:42:00Z,
MTMET,2017-09-02T14:43:00Z,
MTMET,2017-09-02T14:44:00Z,
MTMET,2017-09-02T14:45:00Z,39.37
MTMET,2017-09-02T14:46:00Z,
MTMET,2017-09-02T14:47:00Z,
MTMET,2017-09-02T14:48:00Z,
MTMET,2017-09-02T14:49:00Z,
MTMET,2017-09-02T14:50:00Z,42.79
MTMET,2017-09-02T14:51:00Z,
MTMET,2017-09-02T14:52:00Z,
MTMET,2017-09-02T14:53:00Z,
MTMET,2017-09-02T14:54:00Z,
MTMET,2017-09-02T14:55:00Z,45.84
MTMET,2017-09-02T14:56:00Z,
MTMET,2017-09-02T14:57:00Z,
MTMET,2017-09-02T14:58:00Z,
MTMET,2017-09-02T14:59:00Z,
MTMET,2017-09-02T15:00:00Z,48.41
MTMET,2017-09-02T15:01:00Z,
MTMET,2017-09-02T15:02:00Z,
MTMET,2017-09-02T15:03:00Z,
MTMET,2017-09-02T15:04:00Z,
MTMET,2017-09-02T15:05:00Z,46.57
MTMET,2017-09-02T15:06:00Z,
MTMET,2017-09-02T15:07:00Z,
MTMET,2017-09-02T15:08:00Z,
MTMET,2017-09-02T15:09:00Z,
MTMET,2017-09-02T15:10:00Z,40.06
MTMET,2017-09-02T15:11:00Z,
MTMET,2017-09-02T15:12:00Z,
MTMET,2017-09-02T15:13:00Z,
MTMET,2017-09-02T15:14:00Z,
MTMET,2017-09-02T15:15:00Z,42.9
MTMET,2017-09-02T15:16:00Z,
MTMET,2017-09-02T15:17:00Z,
MTMET,2017-09-02T15:18:00Z,
MTMET,2017-09-02T15:19:00Z,
MTMET,2017-09-02T15:20:00Z,43.75
MTMET,2017-09-02T15:21:00Z,
MTMET,2017-09-02T15:22:00Z,
MTMET,2017-09-02T15:23:00Z,
MTMET,2017-09-02T15:24:00Z,
MTMET,2017-09-02T15:25:00Z,44.6
MTMET,2017-09-02T15:26:00Z,
MTMET,2017-09-02T15:27:00Z,
MTMET,2017-09-02T15:28:00Z,
MTMET,2017-09-02T15:29:00Z,
MTMET,2017-09-02T15:30:00Z,47.51
MTMET,2017-09-02T15:31:00Z,
MTMET,2017-09-02T15:32:00Z,
MTMET,2017-09-02T15:33:00Z,
MTMET,2017-09-02T15:34:00Z,
MTMET,2017-09-02T15:35:00Z,50.29
MTMET,2017-09-02T15:36:00Z,
MTMET,2017-09-02T15:37:00Z,
MTMET,2017-09-02T15:38:00Z,
MTMET,2017-09-02T15:39:00Z,
MTMET,2017-09-02T15:40:00Z,52.62
MTMET,2017-09-02T15:41:00Z,
MTMET,2017-09-02T15:42:00Z,
MTMET,2017-09-02T15:43:00Z,
MTMET,2017-09-02T15:44:00Z,
MTMET,2017-09-02T15:45:00Z,53.47
MTMET,2017-09-02T15:46:00Z,
MTMET,2017-09-02T15:47:00Z,
MTMET,2017-09-02T15:48:00Z,
MTMET,2017-09-02T15:49:00Z,
MTMET,2017-09-02T15:50:00Z,44.27
MTMET,2017-09-02T15:51:00Z,
MTMET,2017-09-02T15:52:00Z,
MTMET,2017-09-02T15:53:00Z,
MTMET,2017-09-02T15:54:00Z,
MTMET,2017-09-02T15:55:00Z,48.72
MTMET,2017-09-02T15:56:00Z,
MTMET,2017-09-02T15:57:00Z,
MTMET,2017-09-02T15:58:00Z,
MTMET,2017-09-02T15:59:00Z,
MTMET,2017-09-02T16:00:00Z,47.34
MTMET,2017-09-02T16:01:00Z,
MTMET,2017-09-02T16:02:00Z,
MTMET,2017-09-02T16:03:00Z,
MTMET,2017-09-02T16:04:00Z,
MTMET,2017-09-02T16:05:00Z,47.96
MTMET,2017-09-02T16:06:00Z,
MTMET,2017-09-02T16:07:00Z,
MTMET,2017-09-02T16:08:00Z,
MTMET,2017-09-02T16:09:00Z,
MTMET,2017-09-02T16:10:00Z,49.82
MTMET,2017-09-02T16:11:00Z,
MTMET,2017-09-02T16:12:00Z,
MTMET,2017-09-02T16:13:00Z,
MTMET,2017-09-02T16:14:00Z,
MTMET,2017-09-02T16:15:00Z,51.47
MTMET,2017-09-02T16:16:00Z,
MTMET,2017-09-02T16:17:00Z,
MTMET,2017-09-02T16:18:00Z,
MTMET,2017-09-02T16:19:00Z,
MTMET,2017-09-02T16:20:00Z,53.1
MTMET,2017-09-02T16:21:00Z,
MTMET,2017-09-02T16:22:00Z,
MTMET,2017-09-02T16:23:00Z,
MTMET,2017-09-02T16:24:00Z,
MTMET,2017-09-02T16:25:00Z,51.92
MTMET,2017-09-02T16:26:00Z,
MTMET,2017-09-02T16:27:00Z,
MTMET,2017-09-02T16:28:00Z,
MTMET,2017-09-02T16:29:00Z,
MTMET,2017-09-02T16:30:00Z,52.78
MTMET,2017-09-02T16:31:00Z,
MTMET,2017-09-02T16:32:00Z,
MTMET,2017-09-02T16:33:00Z,
MTMET,2017-09-02T16:34:00Z,
MTMET,2017-09-02T16:35:00Z,56.16
MTMET,2017-09-02T16:36:00Z,
MTMET,2017-09-02T16:37:00Z,
MTMET,2017-09-02T16:38:00Z,
MTMET,2017-09-02T16:39:00Z,
MTMET,2017-09-02T16:40:00Z,54.1
MTMET,2017-09-02T16:41:00Z,
MTMET,2017-09-02T16:42:00Z,
MTMET,2017-09-02T16:43:00Z,
MTMET,2017-09-02T16:44:00Z,
MTMET,2017-09-02T16:45:00Z,57.7
MTMET,2017-09-02T16:46:00Z,
MTMET,2017-09-02T16:47:00Z,
MTMET,2017-09-02T16:48:00Z,
MTMET,2017-09-02T16:49:00Z,
MTMET,2017-09-02T16:50:00Z,57.06
MTMET,2017-09-02T16:51:00Z,
MTMET,2017-09-02T16:52:00Z,
MTMET,2017-09-02T16:53:00Z,
MTMET,2017-09-02T16:54:00Z,
MTMET,2017-09-02T16:55:00Z,58.53
MTMET,2017-09-02T16:56:00Z,
MTMET,2017-09-02T16:57:00Z,
MTMET,2017-09-02T16:58:00Z,
MTMET,2017-09-02T16:59:00Z,
MTMET,2017-09-02T17:00:00Z,62.67
MTMET,2017-09-02T17:01:00Z,
MTMET,2017-09-02T17:02:00Z,
MTMET,2017-09-02T17:03:00Z,
MTMET,2017-09-02T17:04:00Z,
MTMET,2017-09-02T17:05:00Z,63.87
MTMET,2017-09-02T17:06:00Z,
MTMET,2017-09-02T17:07:00Z,
MTMET,2017-09-02T17:08:00Z,
MTMET,2017-09-02T17:09:00Z,
MTMET,2017-09-02T17:10:00Z,61.36
MTMET,2017-09-02T17:11:00Z,
MTMET,2017-09-02T17:12:00Z,
MTMET,2017-09-02T17:13:00Z,
MTMET,2017-09-02T17:14:00Z,
MTMET,2017-09-02T17:15:00Z,63.09
MTMET,2017-09-02T17:16:00Z,
MTMET,2017-09-02T17:17:00Z,
MTMET,2017-09-02T17:18:00Z,
MTMET,2017-09-02T17:19:00Z,
MTMET,2017-09-02T17:20:00Z,61.78
MTMET,2017-09-02T17:21:00Z,
MTMET,2017-09-02T17:22:00Z,
MTMET,2017-09-02T17:23:00Z,
MTMET,2017-09-02T17:24:00Z,
MTMET,2017-09-02T17:25:00Z,64.91
MTMET,2017-09-02T17:26:00Z,
MTMET,2017-09-02T17:27:00Z,
MTMET,2017-09-02T17:28:00Z,
MTMET,2017-09-02T17:29:00Z,
MTMET,2017-09-02T17:30:00Z,64.65
MTMET,2017-09-02T17:31:00Z,
MTMET,2017-09-02T17:32:00Z,
MTMET,2017-09-02T17:33:00Z,
MTMET,2017-09-02T17:34:00Z,
MTMET,2017-09-02T17:35:00Z,67.04
MTMET,2017-09-02T17:36:00Z,
MTMET,2017-09-02T17:37:00Z,
MTMET,2017-09-02T17:38:00Z,
MTMET,2017-09-02T17:39:00Z,
MTMET,2017-09-02T17:40:00Z,68.11
MTMET,2017-09-02T17:41:00Z,
MTMET,2017-09-02T17:42:00Z,
MTMET,2017-09-02T17:43:00Z,
MTMET,2017-09-02T17:44:00Z,
MTMET,2017-09-02T17:45:00Z,67.8
MTMET,2017-09-02T17:46:00Z,
MTMET,2017-09-02T17:47:00Z,
MTMET,2017-09-02T17:48:00Z,
MTMET,2017-09-02T17:49:00Z,
MTMET,2017-09-02T17:50:00Z,68.8
MTMET,2017-09-02T17:51:00Z,
MTMET,2017-09-02T17:52:00Z,
MTMET,2017-09-02T17:53:00Z,
MTMET,2017-09-02T17:54:00Z,
MTMET,2017-09-02T17:55:00Z,70.45
MTMET,2017-09-02T17:56:00Z,
MTMET,2017-09-02T17:57:00Z,
MTMET,2017-09-02T17:58:00Z,
MTMET,2017-09-02T17:59:00Z,
MTMET,2017-09-02T18:00:00Z,70.38
MTMET,2017-09-02T18:01:00Z,
MTMET,2017-09-02T18:02:00Z,
MTMET,2017-09-02T18:03:00Z,
MTMET,2017-09-02T18:04:00Z,
MTMET,2017-09-02T18:05:00Z,71.28
MTMET,2017-09-02T18:06:00Z,
MTMET,2017-09-02T18:07:00Z,
MTMET,2017-09-02T18:08:00Z,
MTMET,2017-09-02T18:09:00Z,
MTMET,2017-09-02T18:10:00Z,72.39
MTMET,2017-09-02T18:11:00Z,
MTMET,2017-09-02T18:12:00Z,
MTMET,2017-09-02T18:13:00Z,
MTMET,2017-09-02T18:14:00Z,
MTMET,2017-09-02T18:15:00Z,71.44
MTMET,2017-09-02T18:16:00Z,
MTMET,2017-09-02T18:17:00Z,
MTMET,2017-09-02T18:18:00Z,
MTMET,2017-09-02T18:19:00Z,
MTMET,2017-09-02T18:20:00Z,73.92
MTMET,2017-09-02T18:21:00Z,
MTMET,2017-09-02T18:22:00Z,
MTMET,2017-09-02T18:23:00Z,
MTMET,2017-09-02T18:24:00Z,
MTMET,2017-09-02T18:25:00Z,74.8
MTMET,2017-09-02T18:26:00Z,
MTMET,2017-09-02T18:27:00Z,
MTMET,2017-09-02T18:28:00Z,
MTMET,2017-09-02T18:29:00Z,
MTMET,2017-09-02T18:30:00Z,74.26
MTMET,2017-09-02T18:31:00Z,
MTMET,2017-09-02T18:32:00Z,
MTMET,2017-09-02T18:33:00Z,
MTMET,2017-09-02T18:34:00Z,
MTMET,2017-09-02T18:35:00Z,75.86
MTMET,2017-09-02T18:36:00Z,
MTMET,2017-09-02T18:37:00Z,
MTMET,2017-09-02T18:38:00Z,
MTMET,2017-09-02T18:39:00Z,
MTMET,2017-09-02T18:40:00Z,77.86
MTMET,2017-09-02T18:41:00Z,
MTMET,2017-09-02T18:42:00Z,
MTMET,2017-09-02T18:43:00Z,
MTMET,2017-09-02T18:44:00Z,
MTMET,2017-09-02T18:45:00Z,76.35
MTMET,2017-09-02T18:46:00Z,
MTMET,2017-09-02T18:47:00Z,
MTMET,2017-09-02T18:48:00Z,
MTMET,2017-09-02T18:49:00Z,
MTMET,2017-09-02T18:50:00Z,77.29
MTMET,2017-09-02T18:51:00Z,
MTMET,2017-09-02T18:52:00Z,
MTMET,2017-09-02T18:53:00Z,
MTMET,2017-09-02T18:54:00Z,
MTMET,2017-09-02T18:55:00Z,79.13
MTMET,2017-09-02T18:56:00Z,
MTMET,2017-09-02T18:57:00Z,
MTMET,2017-09-02T18:58:00Z,
MTMET,2017-09-02T18:59:00Z,
MTMET,2017-09-02T19:00:00Z,79.0
MTMET,2017-09-02T19:01:00Z,
MTMET,2017-09-02T19:02:00Z,
MTMET,2017-09-02T19:03:00Z,
MTMET,2017-09-02T19:04:00Z,
MTMET,2017-09-02T19:05:00Z,80.8
MTMET,2017-09-02T19:06:00Z,
MTMET,2017-09-02T19:07:00Z,
MTMET,2017-09-02T19:08:00Z,
MTMET,2017-09-02T19:09:00Z,
MTMET,2017-09-02T19:10:00Z,78.64
MTMET,2017-09-02T19:11:00Z,
MTMET,2017-09-02T19:12:00Z,
MTMET,2017-09-02T19:13:00Z,
MTMET,2017-09-02T19:14:00Z,
MTMET,2017-09-02T19:15:00Z,81.8
MTMET,2017-09-02T19:16:00Z,
MTMET,2017-09-02T19:17:00Z,
MTMET,2017-09-02T19:18:00Z,
MTMET,2017-09-02T19:19:00Z,
MTMET,2017-09-02T19:20:00Z,82.4
MTMET,2017-09-02T19:21:00Z,
MTMET,2017-09-02T19:22:00Z,
MTMET,2017-09-02T19:23:00Z,
MTMET,2017-09-02T19:24:00Z,
MTMET,2017-09-02T19:25:00Z,81.4
MTMET,2017-09-02T19:26:00Z,
MTMET,2017-09-02T19:27:00Z,
MTMET,2017-09-02T19:28:00Z,
MTMET,2017-09-02T19:29:00Z,
MTMET,2017-09-02T19:30:00Z,86.2
MTMET,2017-09-02T19:31:00Z,
MTMET,2017-09-02T19:32:00Z,
MTMET,2017-09-02T19:33:00Z,
MTMET,2017-09-02T19:34:00Z,
MTMET,2017-09-02T19:35:00Z,91.8
MTMET,2017-09-02T19:36:00Z,
MTMET,2017-09-02T19:37:00Z,
MTMET,2017-09-02T19:38:00Z,
MTMET,2017-09-02T19:39:00Z,
MTMET,2017-09-02T19:40:00Z,95.6
MTMET,2017-09-02T19:41:00Z,
MTMET,2017-09-02T19:42:00Z,
MTMET,2017-09-02T19:43:00Z,
MTMET,2017-09-02T19:44:00Z,
MTMET,2017-09-02T19:45:00Z,99.0
MTMET,2017-09-02T19:46:00Z,
MTMET,2017-09-02T19:47:00Z,
MTMET,2017-09-02T19:48:00Z,
MTMET,2017-09-02T19:49:00Z,
MTMET,2017-09-02T19:50:00Z,99.3
MTMET,2017-09-02T19:51:00Z,
MTMET,2017-09-02T19:52:00Z,
MTMET,2017-09-02T19:53:00Z,
MTMET,2017-09-02T19:54:00Z,
MTMET,2017-09-02T19:55:00Z,
MTMET,2017-09-02T19:56:00Z,
MTMET,2017-09-02T19:57:00Z,
MTMET,2017-09-02T19:58:00Z,
MTMET,2017-09-02T19:59:00Z,
MTMET,2017-09-02T20:00:00Z,102.1
MTMET,2017-09-02T20:01:00Z,
MTMET,2017-09-02T20:02:00Z,
MTMET,2017-09-02T20:03:00Z,
MTMET,2017-09-02T20:04:00Z,
MTMET,2017-09-02T20:05:00Z,97.7
MTMET,2017-09-02T20:06:00Z,
MTMET,2017-09-02T20:07:00Z,
MTMET,2017-09-02T20:08:00Z,
MTMET,2017-09-02T20:09:00Z,
MTMET,2017-09-02T20:10:00Z,99.7
MTMET,2017-09-02T20:11:00Z,
MTMET,2017-09-02T20:12:00Z,
MTMET,2017-09-02T20:13:00Z,
MTMET,2017-09-02T20:14:00Z,
MTMET,2017-09-02T20:15:00Z,110.0
MTMET,2017-09-02T20:16:00Z,
MTMET,2017-09-02T20:17:00Z,
MTMET,2017-09-02T20:18:00Z,
MTMET,2017-09-02T20:19:00Z,
MTMET,2017-09-02T20:20:00Z,116.4
MTMET,2017-09-02T20:21:00Z,
MTMET,2017-09-02T20:22:00Z,
MTMET,2017-09-02T20:23:00Z,
MTMET,2017-09-02T20:24:00Z,
MTMET,2017-09-02T20:25:00Z,117.3
MTMET,2017-09-02T20:26:00Z,
MTMET,2017-09-02T20:27:00Z,
MTMET,2017-09-02T20:28:00Z,
MTMET,2017-09-02T20:29:00Z,
MTMET,2017-09-02T20:30:00Z,114.6
MTMET,2017-09-02T20:31:00Z,
MTMET,2017-09-02T20:32:00Z,
MTMET,2017-09-02T20:33:00Z,
MTMET,2017-09-02T20:34:00Z,
MTMET,2017-09-02T20:35:00Z,112.3
MTMET,2017-09-02T20:36:00Z,
MTMET,2017-09-02T20:37:00Z,
MTMET,2017-09-02T20:38:00Z,
MTMET,2017-09-02T20:39:00Z,
MTMET,2017-09-02T20:40:00Z,106.6
MTMET,2017-09-02T20:41:00Z,
MTMET,2017-09-02T20:42:00Z,
MTMET,2017-09-02T20:43:00Z,
MTMET,2017-09-02T20:44:00Z,
MTMET,2017-09-02T20:45:00Z,104.9
MTMET,2017-09-02T20:46:00Z,
MTMET,2017-09-02T20:47:00Z,
MTMET,2017-09-02T20:48:00Z,
MTMET,2017-09-02T20:49:00Z,
